iter	Logloss
628	0.147220067
629	0.1471288273
630	0.1470385116
631	0.1469028805
632	0.1468031602
633	0.1466811868
634	0.1465600366
635	0.1464600463
636	0.1463201932
637	0.1461988971
638	0.1461273108
639	0.1460254001
640	0.1459293243
641	0.1458507913
642	0.1457532464
643	0.1456602502
644	0.1455162183
645	0.1453835387
646	0.1452665652
647	0.145130347
648	0.1450260046
649	0.1449733408
650	0.1448530461
651	0.1447779066
652	0.1446592237
653	0.1445815546
654	0.1444737036
655	0.1443240212
656	0.1442315733
657	0.1441324273
658	0.1440123633
659	0.1439268527
660	0.1438232532
661	0.1437204577
662	0.1436333617
663	0.1435132184
664	0.1433676042
665	0.1432756242
666	0.143199741
667	0.1431244661
668	0.1430629361
669	0.1429158195
670	0.1428052501
671	0.1427459195
672	0.1426495804
673	0.1425662795
674	0.1424596216
675	0.1423884938
676	0.1422852942
677	0.1421869023
678	0.1420636537
679	0.1420086973
680	0.1419689673
681	0.1418812757
682	0.1418055838
683	0.1417283558
684	0.1415941302
685	0.1415425144
686	0.1414352681
687	0.1413549461
688	0.1412732638
689	0.1412232932
690	0.1411294962
691	0.1410136731
692	0.1409616981
693	0.1408920473
694	0.1407748964
695	0.1406457873
696	0.1405101867
697	0.1404068459
698	0.1403388411
699	0.1402305419
700	0.1400942734
701	0.1399914516
702	0.1399214668
703	0.1398250238
704	0.1397113007
705	0.1396286635
706	0.1395431278
707	0.1394442545
708	0.1393777098
709	0.1392897965
710	0.1392036455
711	0.1391042619
712	0.1390142067
713	0.1389829902
714	0.1389144468
715	0.1387840752
716	0.1386847869
717	0.1385987279
718	0.1384905435
719	0.1383955764
720	0.1383673017
721	0.1383001026
722	0.1382182252
723	0.1381190443
724	0.1380243226
725	0.137896747
726	0.1378015743
727	0.1377573647
728	0.137655728	0.1264155574
729	0.1263155508
730	0.1262354019
731	0.1261685304
732	0.1260789901
733	0.1260299247
734	0.1259202165
735	0.1257973463
736	0.1257274545
737	0.125661791
738	0.1255978667
739	0.125597351
740	0.1254285953
741	0.1253190271
742	0.1252410943
743	0.1251876978
744	0.1251009881
745	0.125025235
746	0.1248755729
747	0.1247808999
748	0.1247067379
749	0.1246391622
750	0.1245292452
751	0.1244354003
752	0.1243364536
753	0.1242750846
754	0.1242040036
755	0.1241332813
756	0.1239711207
757	0.1238947079
758	0.1238906444
759	0.1238127532
760	0.1237603108
761	0.1236961289
762	0.123634834
763	0.1235742013
764	0.1235019405
765	0.1234224263
766	0.1233537745
767	0.1232825419
768	0.1232097961
769	0.1231175403
770	0.123047922
771	0.1229473179
773	0.1314774568
774	0.1314209297
775	0.131311804
776	0.1312528798
777	0.1311669755
778	0.1311207127
779	0.1310263672
780	0.1309357177
781	0.1308394026
782	0.130781023
783	0.1306910038
784	0.130630585
785	0.1305722122
786	0.1304968802
787	0.1303983813
788	0.1303235549
789	0.1301983604
790	0.1301105621
791	0.1300599264
792	0.1300011166
793	0.1299183727
793	0.1212181432
794	0.1211590363
795	0.1210828792
796	0.1210103733
797	0.120984049
798	0.1208965419
799	0.1207973645
800	0.1206753293
801	0.1206289728
802	0.1205465373
803	0.1204749282
8805	0.1288522082
806	0.1287793116
807	0.1287098826
808	0.1286468569
809	0.1285708575
810	0.1285214991
811	0.1284484781
812	0.1283875776
813	0.1282973359
814	0.1282076342
815	0.1281581777
816	0.1280860878816	0.1196556382
817	0.1195929665
818	0.1195322177
819	0.1194632754
820	0.1194090518
821	0.1193646397
822	0.1193064559
823	0.1192248897
824	0.1191688706
825	0.1191165116
826	0.1190607185
827	0.1189930806
828	0.1189292584
829	0.11888690831	0.1270215887
832	0.1269412539
833	0.1268959304
834	0.126821039
835	0.1267428662
836	0.126684575
837	0836	0.1183695785
837	0.1182820962
838	0.118207840	0839	0.1181345908
840	0.1180964867
841	0.118012843	0842	0.117961844	0.126112109
845	0.1260519791
846	0.1259610418
847	0.1258874611
848	0.1258074782
849	0.1257548112
850	0.849	0.1175280258
850	0.1174525206
851	0.1174062158
852	0.117353449
853	0.1173095555
854	0.1172531146
855	0.1171826934
856	0.1171464735
857	0.1170941412
858	0.117049860	0.1250768564
861	0.1250208193
862	0.1249591502
863	0.1248772247
864	0.1247987012
865	0.1247385505
866	0.1246718069
867	0.1245958011
868	0.1245321668
869	0.1244582185
870	0.1244068098
871	0.1243277362
872	0.1242813961
873	0.124213128
874	0.1241372706
875	0.1240803023
876	0.1240258397
877	0.1239768069
878	0.1238993075
879	0.1238431991
880	0.123790385
881	0.1237348087
882	0.1236669272
883	0.1236089165
884	0.1235519228
885	0.1234992725
886	0.1234510728
887	0.1233967421
88887	0.1153527885
888	0.1153009227
889	0.1152680087
890	0.1152300924
891	0.1151848289
892	0.1151238466
893	0.1150568069
894	0.1149929043
895	0.1149304919
896	0.1148774254
897	0.1148272124
898	0.1147879482
899	0.1147466984
900	0.1147065796
901	0.1146515903902	0.11459998904	0.1223283788
905	0.1222659703
906	0.1222051813
907	0.1221437776
908907	0.11430414909908	0.11425447910909	0.114211191
910	0.11417141691911	0.114111215913	0.1218076834
914	0.1217481146
915	0.1216884502
916	0.1216138964
917	0.1215529159
918	0.1214680384
919	0.1214181553
920	0.1213687429
921	0.1213212867
922	0.1212703464
923	0.1212263597
924	0.1211883207
925	0.1211422163
926	0.1210999554
927	0.1210517456
928	0.1209405544
929	0.1208983137
930	0.120854025
931	0.1207975334
932	0.1207409375
933	0.1206693691
934	0.12062914
935	0.120566357
936	0.120522364
937	0.1204532253
938	0.1203958142
939	0.1203410221
940	0.1202937285
941	0.1202470405
942	0.1201810838
943	0.120110797
944	0.1200650857
945	0.120020026
946	0.1199555508
947	0.119916827
948	0.1198634032
949	0.1197675065
950	0.1197152123
951	0.1196619951
952	0.1196368167
953	0952	0.1120163923
953	0.1119870149
954	0.1119348188
955	0.1118888084
956	0.1118535213
957	0.1118155057
958	0.1117777331
959	0.1117255339
960	0.1117023922
961	0.1116404075
962	0.1115893029
963	0.111537325
964	0.1114843504
965	0.1114499784
966	0.1114016503
967	0.111355905
968	0.1113128026
969	0.1112554567
970	0.1112193785
971	0.1111696196
972	0.1110918192
973	0.1110431027
974	0.1109916827
975	0.1109534087
976	0.1109030711
977	0.1108509457
978	0.110803921
979	0.1107707294
980	0.1107387788
981	0.1107074389
982	0.1106512417
983	0.1106044486
984	0.1105581713
985	0.1105104737
986	0.1104602856
987	0.1104296255
988	0.1103925136
989	0.1103574996
990	0.1103208585
991	0.1102863357
992	0.1102477603
993	0.1102139149
994	0.110173787
995	0.1101339467
996	0.1101006891
997	0.1100494058
998	0.110017721
999	0.1099797457
